idiom,language,frequency
i sakte kino,nob,4939
ikke en døyt,nob,8896
ikke være tapt bak en vogn,nob,148
jekke seg ned,nob,1523
kaste blår i øynene på en,nob,213
kaste mynt og kron,nob,237
komme høyt på strå,nob,324
med hud og hår,nob,57691
miste ansikt,nob,12408
over en lav sko,nob,62791
polsk riksdag,nob,6779
på fallrepet,nob,34587
på lykke og fromme,nob,29859
sette seg på sin høye hest,nob,2389
sette sitt lys under en,nob,2199
sitte med skjegget i postkassa,nob,557
sitte på gjerdet,nob,21190
skille klinten fra hveden,nob,272
skyte en hvit pinn etter noe,nob,151
som hakka møkk,nob,5543
spise kirsebær med de store,nob,10530
steke i sitt eget fett,nob,1407
stille seg i bresjen for,nob,364
stopp en hal,nob,3554
stå på pinne for en,nob,310
så fillene fyker,nob,7248
ta høyde for noe,nob,164
ta luven fra en,nob,301
ta noe med en klype salt,nob,150
tale med to tunger,nob,3390
tort og svie,nob,35497
trampe i salaten,nob,372
være bløt på pæra,nob,106
være liv laga,nob,11991
være på hjemmebane,nob,2574
være tungen på vektskålen,nob,2484
yte sin skjerv,nob,8906
aldri så gale at det ikkje er godt for noko,nno,1231
alle gode ting er tre,nno,44184
alle vegar fører til Rom,nno,373
arbeidet adlar mannen,nno,578
barnet er far til mannen,nno,100
betre seint enn aldri,nno,3581
brent barn skyr elden,nno,364
den eine tenesta er den andre verd,nno,275
den skal tidleg krøkjast som god krok skal bli,nno,146
"den som kjem først til mølla, får først male",nno,110
"den som ler sist, ler best",nno,7528
"den som teier, samtykkjer",nno,241
den tid - den sorg,nno,13890
det beste er godt nok,nno,50852
det er av sine eigne ein skal ha det,nno,871
det er brotne kvistar i alle skogar,nno,158
det er ikkje gull alt som glimar,nno,1104
det er von i hangande snøre,nno,1692
ei svale gjer ingen sommar,nno,319
ei ulukke kjem sjeldan åleine,nno,457
ein god lått lengjer livet,nno,109
ein lærer så lenge ein lever,nno,536
"ein mann er ein mann, og eit ord er eit ord",nno,250
forboden frukt smakar best,nno,138
frende er frende verst,nno,4622
gammal kjærleik rustar ikkje,nno,115
gammal vane er vond å vende,nno,284
hovmod står for fall,nno,6262
hugen dreg halve lasset,nno,193
hugnad heime er dagleg gjestebod,nno,297
ingen kan tene to herrar,nno,173
ingen kjenner dagen før sola går ned,nno,455
ingen regel utan undantak,nno,131
ingen røyk utan eld,nno,563
"kjem tid, kjem råd",nno,568
kjerringråd skal ein ikkje forsmå,nno,103
kjærleik gjer blind,nno,646
kjært barn har mange namn,nno,2453
kvar er seg sjølv nærast,nno,311
kvar fugl syng med sitt nebb,nno,123
kvar ting til si tid,nno,130
like born leikar best,nno,645
lita tue kan velte stort lass,nno,457
lite bu er betre enn inkje,nno,667
mange bekker små gjer ei stor å,nno,451
maten er halve føda,nno,4277
morgonstund har gull i munn,nno,919
naud bryt alle lover,nno,177
nye kostar feiar best,nno,266
"når det regner på presten, så dryp det på klokkaren",nno,109
"når enden er god, er allting godt",nno,5575
"når krubba er tom, bitst hestane",nno,175
"når nauda er størst, er hjelpa nærast",nno,267
"når skeia dett, er mannen mett",nno,169
"når ølet går inn, går vitet ut",nno,198
på seg sjølv kjenner ein andre,nno,451
sjølvgjort er velgjort,nno,758
som herren så hunden,nno,2220
tankar er tollfrie,nno,121
tap og vinn med same sinn,nno,540
tida lækjer alle sår,nno,583
til lags åt alle kan ingen gjere,nno,182
ukrut forgår ikkje,nno,166
vald avlar vald,nno,490
"vi veit kva vi har, men ikkje kva vi får",nno,329
ærlegdom varer lengst,nno,541
berre bok gjer ingen klok,nno,231
"borte bra, men heime best",nno,1295
"den skal tidleg krøkjast, som god krok skal bli",nno,146
det er betre seint enn aldri,nno,377
ein fugl i handa er betre enn ti på taket,nno,153
"ein veit kva ein har, men ikkje kva ein får",nno,297
"har du klave, får du ku",nno,342
hastverk er lastverk,nno,8687
heime er kvar mann herre,nno,835
kjerringråd skal ingen forsmå,nno,103
"kunsten er lang, og livet er kort",nno,113
like barn leikar best,nno,398
lukka er betre enn,nno,294
makta minkar og sinnet veks,nno,139
mykje vil ha,nno,1962
naud lærer naken kvinne å spinne,nno,225
"når det regnar på presten, så dryp det på klokkaren",nno,227
"når sola går ned i vest, arbeider den late best",nno,141
om hundre år er allting gløymt,nno,312
"så lenge det er liv, er det håp",nno,5710
tomme tønner ramlar mest,nno,174
"utan mat og drikke, duger helten ikkje",nno,263
viljen dreg halve lasset,nno,113
